Id,"Uma frase diz: ""Grandes mudanças começam com pequenos passos."" que isso quer dizer?","""Quem aprende a ouvir, aprende a entender."" principal ensinamento dessa frase é:","Se uma história começa dizendo ""Num vilarejo distante, as pessoas trabalhavam juntas para vencer desafios"", qual é a mensagem principal?","""A curiosidade é o motor da descoberta."" Isso significa que:","Quando lemos: ""Nem todo herói usa capa"", entendemos que:",Um colega tem dificuldade para entender o conteúdo. Você:,"Se você discorda de alguém, o melhor a fazer é:","Se um colega for novo na turma, o que seria mais correto fazer?",Você vê alguém sofrendo bullying. A melhor atitude é:,Um amigo seu esqueceu o material em casa. Você:,"Se dois caminhos levam ao mesmo lugar, mas um é mais longo e perigoso, o que é mais lógico fazer?","Se você precisa entregar uma tarefa amanhã e ainda não começou, o melhor é:","Se uma lâmpada acende apenas às vezes, o que você deve pensar primeiro?","Se uma receita de bolo pede 2 ovos, mas você só tem 1, o que pode ser feito?",Você precisa decidir entre estudar para a prova ou sair com amigos. O que é mais responsável?,"Quando você erra em alguma coisa, a melhor atitude é:",A melhor forma de melhorar em algo que você não entende bem é:,Ter responsabilidade significa:,"Para conquistar um objetivo difícil, é importante:",O que é mais importante para crescer como pessoa?
83,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Finge que não viu.,Ignorar a pessoa.,Ignorar.,Fingir que não viu.,Tira sarro.,Escolher o mais seguro e rápido.,Esperar alguém fazer.,A lâmpada pode estar queimada ou com mau contato.,Desistir de fazer o bolo.,Priorizar o estudo e sair depois.,Fingir que não errou.,Ignorar.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
84,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
85,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
86,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
87,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
88,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
89,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
90,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
91,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Copiar de alguém.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
92,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Finge que não viu.,Ouvir com respeito.,Não conversar.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Reclamar da tarefa.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Ir mesmo sem estudar.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
93,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Sair e estudar depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
94,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Desistir de fazer o bolo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
95,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Se afastar de todos.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
96,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Insistir até vencer a discussão.,Receber bem e apresentar aos outros.,Fingir que não viu.,Empresta o que puder.,Escolher o mais perigoso para se aventurar.,Reclamar da tarefa.,A casa está mal-assombrada.,Tentar adaptar ou buscar outro ovo.,"Dizer que vai, mas não ir.
Autoconhecimento e Visão de Futuro (5 perguntas)",Esconder o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
97,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
98,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Não conversar.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A casa está mal-assombrada.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
99,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
100,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Insistir até vencer a discussão.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Desistir de fazer o bolo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Só contar com sorte.,Aceitar erros e buscar melhorar.
101,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Esconder o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
102,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Fingir que não viu.,Deixa ele se virar.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
103,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Continuar praticando e estudando.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
104,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A energia acabou.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,"Os dados foram limpos seguindo suas instruções. As seguintes ações foram realizadas:1.  **Remoção de duplicatas:** Nenhuma linha duplicada foi encontrada e removida, o que significa que todos os 119 registros são únicos.",Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
105,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,"2.  **Tratamento de valores ausentes:** A coluna 'Nome', que estava completamente vazia, foi removida do conjunto de dados. Não havia outros valores ausentes nas demais colunas.",Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
106,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,3.  **Padronização de formatos:**,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
107,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,      * As colunas 'Hora de início' e 'Hora de conclusão' foram convertidas para o formato de data e hora.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
108,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,      * As colunas 'Insira seu Nome' e 'Insira sua Turma' tiveram espaços em branco extras removidos e foram padronizadas para o formato de título (onde a primeira letra de cada palavra é maiúscula).,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
109,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,      * Todas as outras colunas de texto (respostas da pesquisa) tiveram espaços em branco extras removidos.,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
110,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Insistir até vencer a discussão.,Receber bem e apresentar aos outros.,Fingir que não viu.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,É bruxaria.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,"4.  **Correção de erros de digitação ou ortografia:** Para as colunas de texto livre, a padronização para o formato de título ajuda a corrigir pequenas inconsistências de capitalização. Para as colunas de resposta da pesquisa, que são de múltipla escolha, a remoção de espaços em branco garante consistência. Correções de erros de digitação ou ortografia mais complexas não foram realizadas, pois isso exigiria uma lista predefinida de correções ou uma análise mais aprofundada.O conjunto de dados agora contém 119 entradas e 26 colunas limpas e padronizadas.",Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
111,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
112,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Você pode ver as primeiras 5 linhas e as informações atualizadas do DataFrame abaixo:,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
113,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
114,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,Primeiras 5 linhas do DataFrame limpo:,Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
115,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Sair e estudar depois.,Aprender com o erro.,"Id      Hora de início   Hora de conclusão     Email                   Insira seu Nome                Insira sua Turma Uma frase diz: ""Grandes mudanças começam com pequenos passos."" que isso quer dizer? ""Quem aprende a ouvir, aprende a entender."" principal ensinamento dessa frase é: Se uma história começa dizendo ""Num vilarejo distante, as pessoas trabalhavam juntas para vencer desafios"", qual é a mensagem principal? ""A curiosidade é o motor da descoberta."" Isso significa que: Quando lemos: ""Nem todo herói usa capa"", entendemos que: Um colega tem dificuldade para entender o conteúdo. Você: Se você discorda de alguém, o melhor a fazer é: Se um colega for novo na turma, o que seria mais correto fazer? Você vê alguém sofrendo bullying. A melhor atitude é: Um amigo seu esqueceu o material em casa. Você: Se dois caminhos levam ao mesmo lugar, mas um é mais longo e perigoso, o que é mais lógico fazer? Se você precisa entregar uma tarefa amanhã e ainda não começou, o melhor é: Se uma lâmpada acende apenas às vezes, o que você deve pensar primeiro? Se uma receita de bolo pede 2 ovos, mas você só tem 1, o que pode ser feito? Você precisa decidir entre estudar para a prova ou sair com amigos. O que é mais responsável? Quando você erra em alguma coisa, a melhor atitude é: A melhor forma de melhorar em algo que você não entende bem é:          Ter responsabilidade significa: Para conquistar um objetivo difícil, é importante: O que é mais importante para crescer como pessoa?",Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
116,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ignorar a pessoa.,Receber bem e apresentar aos outros.,Fingir que não viu.,Deixa ele se virar.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,"1 2025-04-29 09:31:44 2025-04-29 09:38:57 anonymous            Matheus Vinícius Aguiar                       2º Ano B                                    (B) Pequenas ações podem gerar grandes mudanças.                                            (D) Saber ouvir ajuda na compreensão,                                                                                                    A união ajuda a superar dificuldades.                      A curiosidade leva a novas descobertas.                         A aparência não define um herói.                                            Oferece ajuda.                             Ouvir com respeito.                            Receber bem e apresentar aos outros.                      Procurar um adulto ou professor.                           Empresta o que puder.                                                                  Escolher o mais seguro e rápido.                                          Organizar o tempo e começar agora.                       A lâmpada pode estar queimada ou com mau contato.                                          Tentar adaptar ou buscar outro ovo.                                                             Priorizar o estudo e sair depois.                                  Aprender com o erro.                              Continuar praticando e estudando. Cuidar das suas ações e cumprir deveres.                     Trabalhar duro e ser paciente.                  Aceitar erros e buscar melhorar.",Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
117,(B) Pequenas ações podem gerar grandes mudanças.,"(D) Saber ouvir ajuda na compreensão,",A união ajuda a superar dificuldades.,A curiosidade leva a novas descobertas.,A aparência não define um herói.,Oferece ajuda.,Ouvir com respeito.,Receber bem e apresentar aos outros.,Procurar um adulto ou professor.,Empresta o que puder.,Escolher o mais seguro e rápido.,Organizar o tempo e começar agora.,A lâmpada pode estar queimada ou com mau contato.,Tentar adaptar ou buscar outro ovo.,Priorizar o estudo e sair depois.,Aprender com o erro.,"2 2025-04-29 10:14:08 2025-04-29 10:17:04 anonymous                              Karen                        1 Ano B                                    (B) Pequenas ações podem gerar grandes mudanças.                                            (D) Saber ouvir ajuda na compreensão,                                                                                                    A união ajuda a superar dificuldades.                      A curiosidade leva a novas descobertas.                         A aparência não define um herói.                                            Oferece ajuda.                             Ouvir com respeito.                            Receber bem e apresentar aos outros.                      Procurar um adulto ou professor.                           Empresta o que puder.                                                                  Escolher o mais seguro e rápido.                                          Organizar o tempo e começar agora.                       A lâmpada pode estar queimada ou com mau contato.                                          Tentar adaptar ou buscar outro ovo.                                                             Priorizar o estudo e sair depois.                                  Aprender com o erro.                              Continuar praticando e estudando. Cuidar das suas ações e cumprir deveres.                     Trabalhar duro e ser paciente.                  Aceitar erros e buscar melhorar.",Cuidar das suas ações e cumprir deveres.,Trabalhar duro e ser paciente.,Aceitar erros e buscar melhorar.
